,smiles,solvent,logsol
20711,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCOC(C)=O,-9.249081200292611
14658,O=C(O)c1cc2ccccc2cc1O,CCCCO,-3.3644797987269928
446,COc1cc2c(cc1OC)C(=O)CC2,CO,-3.451722550081376
47705,CCOc1ccccc1C(N)=O,CCCCOC(C)=O,-4.721591649005343
9100,c1ccc(-c2nnn[nH]2)cc1,CCO,-3.8185326623408073
34818,CSCCC(NC(C)=O)C(=O)O,CCCCCO,-3.0678729513316734
39347,Oc1ccc(OCc2ccccc2)cc1,O,-10.982297213908058
28373,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CC(C)O,-7.120082537862498
49637,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],ClC(Cl)Cl,-4.985981218833803
10489,C=CC(=O)NC(C)(C)CS(=O)(=O)O,CCCO,-4.874226794316708
42571,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CN(C)C=O,-0.9869814724969244
4587,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,CCO,-7.520244556524628
17460,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CC(C)=O,-6.19676818029386
27702,COc1cc([N+](=O)[O-])ccc1N,CC(C)O,-5.314446748477921
27409,O=C(O)c1cccc(C(=O)O)n1,CC(C)O,-4.913054965757392
35466,O=C(O)CN(CC(=O)O)CP(=O)(O)O,CCCCCO,-8.588689193121308
25255,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CC#N,-10.822782793430582
39660,NC(=O)c1ccc([N+](=O)[O-])cc1,O,-7.190118189956318
3852,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CO,-3.882949757942439
48744,Cc1ccc(NC2=NCCC3(CCCCC3)S2)cc1Cl,CCCCCC,-11.120883377194204
34960,CN(C)Cc1c[nH]c2ccccc12,CCCCCO,-6.082221110378866
13792,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CCCCO,-6.107998363363934
15872,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CCCCO,-4.8283137373023015
22128,O=P(Oc1ccccc1)(Oc1ccccc1)N1CCN(P(=O)(Oc2ccccc2)Oc2ccccc2)CC1,CCOC(C)=O,-6.707430097748608
27773,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CC(C)O,-9.14642704623253
16564,CSCCC(NC(C)=O)C(=O)O,CC(C)=O,-3.2973780530231585
25089,Cc1cnc(C(=O)O)cn1,CC#N,-12.015452285921524
41361,Nc1cc(-c2ccncc2)c[nH]c1=O,O,-13.38763185501921
47319,O=C(O)c1ccccc1,COC(C)=O,-1.546463113272712
10524,Oc1ccc(OCc2ccccc2)cc1,CCCO,-2.745440590320769
10913,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCCO,-3.903063264056674
36221,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,C1CCOC1,-3.4975981559485096
47787,NC(=O)c1cccnc1,CCCCOC(C)=O,-4.473571910631344
30607,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CC(C)O,-6.406979991069647
8581,COc1cc(N)nc(OC)n1,CCO,-3.675765814968553
9909,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CCO,-5.999496718805246
6582,O=C(O)c1ccc(O)c(O)c1,CCO,-3.0057826094074924
3953,Cc1ccc(C(C)C)c(O)c1,CO,-0.3042180410918804
9381,CC1=NN(c2ccc(C)cc2)C(=O)C1,CCO,-3.365926767580236
21030,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CCOC(C)=O,-7.521352180784073
27485,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CC(C)O,-7.959579406151488
38607,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc(Br)cc1,C1COCCO1,-5.315870525795626
20128,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,CCOC(C)=O,-9.511445464760104
1118,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CO,-10.240920250252463
34638,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,CC(C)CO,-5.701784471993528
13445,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CCCCO,-7.660652463947856
11577,COC(=O)c1c(C)cc(O)c(C)c1O,CCCO,-2.1955260207006377
4994,O=C(O)Cc1ccccc1[N+](=O)[O-],CCO,-2.9646212785289383
17844,O=C(O)/C=C/c1ccc(O)cc1,CC(C)=O,-3.061872076058536
10741,N[C@H](Cc1c[nH]cn1)C(=O)O,CCCO,-7.1819290014091255
24679,CC(=O)N1CCC[C@H]1C(=O)O,CC#N,-2.886519188580675
15395,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CCCCO,-4.911695346241352
43624,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CN(C)C=O,-3.2903718265732707
42682,Cc1c(Br)cccc1C(=O)O,CN(C)C=O,-1.3545244130310885
3027,O=C1C=CC(=O)N1c1ccccc1Br,CO,-3.3351287816924504
3884,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CO,-7.005368107849137
16800,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CC(C)=O,-6.3089187778934335
22246,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,CCOC(C)=O,-5.266295580525299
12674,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CCCO,-4.8358420037230925
26907,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,CC#N,-5.708996041709089
30336,c1ccc(-c2nnn[nH]2)cc1,CC(C)O,-3.874245641094116
52297,COc1cc(C(=O)O)cc(OC)c1O,CCCCCCO,-5.339139361068292
13189,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CCCO,-3.838772543688554
9327,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CCO,-7.625195152111127
38413,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,C1COCCO1,-9.40271226462364
27835,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,CC(C)O,-7.749402467860526
30967,O=C(O)CN(CC(=O)O)CP(=O)(O)O,CC(C)O,-9.41001156710525
22530,COC(=O)/C=C/c1ccc(O)cc1,CCOC(C)=O,-2.4580699958344407
11129,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,CCCO,-6.735484058041684
22535,COC(=O)/C=C/c1ccc(O)c(OC)c1,CCOC(C)=O,-1.5269366909223567
35596,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,C1CCOC1,-1.939192761307789
19259,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CC(C)=O,-3.726041487802704
53886,O=C(O)c1ccc(C(=O)O)cc1,CC(=O)c1ccccc1,-11.445266816496414
49208,O=C(O)c1cccc(O)c1O,CCOC=O,-3.437342828298509
4236,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,CO,-1.3026887772650937
26697,CC1=NN(c2ccc(C)cc2)C(=O)C1,CC#N,-4.156007222614208
32436,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,Cc1ccccc1,-3.116770601931047
30922,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,CC(C)O,-4.889471313613756
4416,C/C=C/C(=O)O,CO,-1.1017171036215885
7357,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CCO,-9.7191679930795
12501,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,CCCO,-8.568486485803788
48714,Cc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,-7.877974352881847
8349,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,CCO,-8.151508953319917
37851,COc1cc2nc(Cl)nc(N)c2cc1OC,C1COCCO1,-8.605478106283808
45435,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,C1CCCCC1,-10.593439842199556
22540,COC(=O)/C=C/c1cc(OC)c(O)c(OC)c1,CCOC(C)=O,-2.1464364105041143
27747,O=C(O)c1cccnc1Cl,CC(C)O,-4.479418980682532
39901,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,O,-2.7014371158319643
43380,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],CN(C)C=O,-2.581267781649026
45108,O=C(OCC1c2ccccc2-c2ccccc21)ON1C(=O)CCC1=O,OCCO,-7.834601524795809
9831,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,CCO,-4.859675413745315
45511,CC(=O)c1cccc([N+](=O)[O-])c1,C1CCCCC1,-5.704182554677541
17129,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CC(C)=O,-4.576582729136179
2128,CCNc1nc(Cl)nc(NC(C)C)n1,CO,-5.619487283160807
14504,Cc1cccc(C(=O)O)c1N,CCCCO,-3.500244535263389
50108,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCCCO,-6.507637777200568
20479,CC(=O)N1CCC[C@H]1C(=O)O,CCOC(C)=O,-4.645992180508347
33942,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CC(C)CO,-4.87082987440538
12923,Nc1cc(Cl)ccc1C(=O)O,CCCO,-3.920559336450432
8016,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,CCO,-8.334871634622283
16861,C=CC(=O)NC(C)(C)CS(=O)(=O)O,CC(C)=O,-4.535644123339481
20446,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CCOC(C)=O,-1.3664917338237108
4168,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,CO,-4.454175910940809
32421,O=C(O)Cc1ccccc1Cl,Cc1ccccc1,-2.328313241566777
1263,O=C(O)c1cc2ccccc2cc1O,CO,-4.017383521085972
24373,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,CC#N,-8.811564252018815
43651,O=C(OCC1c2ccccc2-c2ccccc21)ON1C(=O)CCC1=O,CN(C)C=O,-4.326781160447903
14433,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CCCCO,-9.942436302674702
35549,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,C1CCOC1,-7.6687103191473245
17763,O=C(c1ccccc1)C(O)c1ccccc1,CC(C)=O,-4.224681063950104
23856,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],ClCCl,-3.69369101111116
34242,O=C(O)c1cc2ccccc2cc1O,CC(C)CO,-3.87907190528846
1500,CC(=O)c1cccc([N+](=O)[O-])c1,CO,-4.001947712956133
33128,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,Cc1ccccc1,-4.348359777203397
42361,Nc1nc2ccc(OC(F)(F)F)cc2s1,CCCOC(C)=O,-0.9201481622014598
42830,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CN(C)C=O,-0.9983145673527458
26722,Cc1ccc(C(C)C)c(O)c1,CC#N,-0.2328151710109408
11120,NC(=O)c1ccc(N)cc1,CCCO,-5.141142692176038
45234,O=C(O)Cc1ccc([N+](=O)[O-])cc1,C1CCCCC1,-10.09780072218246
15980,COc1cc(CO)ccc1O,CCCCO,-3.236530760106921
15794,S=C(Nc1ccccc1)Nc1ccccc1,CCCCO,-5.676945820702642
47146,CC(=O)N1CCC[C@H]1C(=O)O,COC(C)=O,-4.222632582523632
21480,CC(=O)c1cccc([N+](=O)[O-])c1,CCOC(C)=O,-1.6565295199679508
14079,CN(C)Cc1c[nH]c2ccccc12,CCCCO,-5.903820037255936
36422,CC(=O)N1CCC[C@H]1C(=O)O,CCC(C)=O,-3.741015208534465
37484,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,CCC(C)O,-3.9574911934752928
17421,NC(=O)c1ccc(N)cc1,CC(C)=O,-4.55638002181866
1979,O=C(O)c1ccc(O)c(O)c1,CO,-2.7275388776860727
42773,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,CN(C)C=O,-3.372609924810243
38329,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,C1COCCO1,-6.507637777200568
40829,O=S(=O)([O-])c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(S(=O)(=O)[O-])cc6)nc(N6CCOCC6)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)nc(N3CCOCC3)n2)cc1.[Na+].[Na+].[Na+].[Na+],O,-6.325260368525787
45259,Cc1c(Br)cccc1C(=O)O,C1CCCCC1,-6.425329129737844
37231,O=C(O)[C@@H]1C[C@@H](O)CN1,CCC(C)O,-8.703522769607732
16150,Cc1ccc(C(C)C)c(O)c1,CCCCO,-0.4889010663501991
27858,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,CC(C)O,-5.769922277160746
24342,O=C(O)COc1ccc(Cl)cc1,CC#N,-4.141436169755951
22597,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CCOC(C)=O,-10.211644478177297
45519,CC(=O)c1ccc([N+](=O)[O-])cc1,C1CCCCC1,-5.466499359788272
32859,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Cc1ccccc1,-1.6514898296659697
3463,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,CO,-6.049093659944618
27391,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CC(C)O,-7.289015698393484
16476,COC(=O)[C@@H](N)CS.Cl,CC(C)=O,-6.980325971816972
31316,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,CCCCCCCCO,-12.547436828231817
15751,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CCCCO,-8.408338786504155
35271,Nc1nc2ccc(OC(F)(F)F)cc2s1,CCCCCO,-1.3308974978996029
4069,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,-4.231539801399945
50047,C=CC(=O)NC(C)(C)CS(=O)(=O)O,CCCCCCCO,-5.146111433658706
19280,O=c1[nH]c(=O)n(C2CCCO2)cc1F,CC(C)=O,-3.58787641849757
43291,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccccc1,CN(C)C=O,-4.615220521841593
23849,O=C(O)[C@@H]1C[C@@H](O)CN1,ClCCl,-7.57914096776057
33983,O=C([O-])/C=C/C(=O)O.[Na+],CC(C)CO,-11.030499315725937
29920,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,CC(C)O,-4.700030467012051
44814,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,OCCO,-3.7705234431544463
35521,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,C1CCOC1,-5.88890795878289
32055,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,Cc1ccccc1,-4.256628225279548
14253,O=C1C=CC(=O)N1c1ccccc1Br,CCCCO,-4.220588288796352
997,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,CO,-5.726948752688041
46462,c1ccc(OP2(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=N2)cc1,CCOCC,-4.028556821684098
40082,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,O,-15.699385316100134
5278,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,CCO,-7.061606003800398
25581,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,CC#N,-3.79735593045002
49225,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCOC=O,-5.10439667391073
3245,COc1cc(N)nc(OC)n1,CO,-3.346141175914077
30745,C/C=C/C=C/C(=O)O,CC(C)O,-2.6829674207347467
34110,O=C1C=CC(=O)N1c1ccccc1Br,CC(C)CO,-4.058784386823549
21375,NC(=O)c1cccnc1,CCOC(C)=O,-4.350574480324117
9550,C/C=C/C=C/C(=O)O,CCO,-2.5944090646131617
19201,Nc1nc2ccc(OC(F)(F)F)cc2s1,CC(C)=O,-0.8562309754464922
11236,O=C(O)c1cc2ccccc2cc1O,CCCO,-3.5459919665653885
16341,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,CCCCO,-8.577474122301167
20314,Nc1cccc(Cl)c1C(=O)O,CCOC(C)=O,-2.7931180134922737
34853,CCOc1ccccc1C(N)=O,CCCCCO,-4.1023364121516535
41243,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,O,-13.385678093407815
31913,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,Cc1ccccc1,-9.808177372731803
10069,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,CCCO,-7.1308988302963465
14862,O=C(c1ccccc1)C(O)c1ccccc1,CCCCO,-5.900892848923595
37474,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CCC(C)O,-9.339310753273145
16681,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,CC(C)=O,-5.921938484459372
31281,Br.CC(C)c1ccc(NC2=NCCC3(CCCCC3)[Se]2)cc1,CCCCCCCCO,-2.7379940774752822
27002,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,-5.933195638984007
31047,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCCCCCCCO,-5.507065037578514
20642,CN(C)Cc1c[nH]c2ccccc12,CCOC(C)=O,-6.626946775473528
20409,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,CCOC(C)=O,-3.2950551716070184
24900,O=C(O)[C@@H]1CCCN1,CC#N,-9.458801731274685
14922,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CCCCO,-2.946942109384559
10217,NC(=O)[C@@H]1CCCN1,CCCO,-2.0414523557758013
3205,O=Cc1ccc(C(=O)O)cc1,CO,-4.354411467640908
23259,Nc1cc(Cl)ccc1C(=O)O,CCOC(C)=O,-3.5816407034443376
16986,CN(C)Cc1c[nH]c2ccccc12,CC(C)=O,-3.073045376656661
22839,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCOC(C)=O,-4.041562376783132
17577,NC(=O)c1cccnc1,CC(C)=O,-3.756413390364644
15249,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,CCCCO,-5.0206856299497575
41468,C[C@H]1COc2c(N3CCN(C)CC3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23.Cl,O,-6.19676818029386
21203,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,CCOC(C)=O,-2.1567546447825063
12729,CNC[C@H](O)c1cccc(O)c1.Cl,CCCO,-4.320743406256983
35725,CN(C)/C=C/C(=O)c1cccnc1,C1CCOC1,-3.579128590154817
35690,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,C1CCOC1,-4.06284589516273
3587,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,CO,-9.80111148591926
5838,CC[C@@H](C(N)=O)N1CCCC1=O,CCO,-2.579261286269293
42644,O=C(O)Cc1ccccc1[N+](=O)[O-],CN(C)C=O,-1.2844600552386225
39297,CC(=O)NCC(=O)O,O,-4.859804404393672
49487,O=C(O)Cc1c[nH]c2ccccc12,ClC(Cl)Cl,-12.527932169783542
44746,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,OCCO,-2.901797584758386
13015,COc1cc(Cl)nc(N)n1,CCCO,-5.2949231334800215
581,Cc1c(Br)cccc1C(=O)O,CO,-3.0378050499758986
4422,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CO,-7.77525584668686
30889,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,CC(C)O,-1.559220196273483
48589,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCCCCC,-15.32492215633125
41841,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,O,-2.1830258579364066
47139,COc1cc2c(cc1OC)C(=O)CC2,COC(C)=O,-2.3167245861477674
41124,Nc1ccc(S(=O)(=O)[N-]c2cncc(Cl)n2)cc1.[Na+],O,-11.21282087251989
34939,CC(=O)N1CCC[C@H]1C(=O)O,CCCCCO,-2.590533867674371
27424,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,CC(C)O,-3.41763168812558
25348,N#CCc1ccc([N+](=O)[O-])cc1,CC#N,-2.409391097311855
26198,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CC#N,-4.15218556191195
5542,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,CCO,-5.27499154124454
30169,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CC(C)O,-7.411439794596761
17469,N#CCc1ccc([N+](=O)[O-])cc1,CC(C)=O,-2.198225077669803
25236,Cc1cccc(C(=O)O)c1N,CC#N,-2.918586064377337
23417,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,CCOC(C)=O,-6.119752567409513
35217,CCOc1ccc(NC(C)=O)cc1,CCCCCO,-3.716332874228648
871,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,CO,-5.562282912382502
6493,Nc1ccc(Cc2ccc(N)cc2)cc1,CCO,-2.753570716404019
50126,Nc1nc(N)nc(NC2CC2)n1,CCCCCCCO,-7.213465553953309
140,Cc1cc(Cl)cc(C(=O)O)c1N,CO,-5.586799759170587
11971,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C,CCCO,-9.711215664889004
4785,O=C(O)CNCc1ccccc1,CCO,-7.751725349276666
36010,O=C(O)c1ccc(C(=O)O)cc1,C1CCOC1,-6.91256683597936
302,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,CO,-5.967748020490665
9792,COC(=O)[C@H](N)c1ccccc1.Cl,CCO,-3.575550768806933
45251,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],C1CCCCC1,-8.89552963213615
27145,Cc1c(N)cccc1C(=O)O,CC(C)O,-5.557865599756046
11916,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CCCO,-4.845968672541022
32614,O=C(O)c1cccc(Cl)c1C(=O)c1ccccc1,Cc1ccccc1,-0.800287056117849
14579,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CCCCO,-9.783218720145184
11449,Nc1ccc(C(=O)O)cc1.[K],CCCO,-7.03105349532663
29967,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CC(C)O,-6.195295787389819
52399,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCCO,-6.731284135866358
42127,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,O,-10.7058694103025
20761,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCOC(C)=O,-7.181140046733094
12645,O=c1cc(CO)occ1O,CCCO,-5.042435606646054
43767,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CN(C)C=O,-1.6824925933400112
10265,Nc1cccc(Cl)c1C(=O)O,CCCO,-2.99873678257429
2793,CN(C)CCn1[nH]nnc1=S,CO,-8.424158325449048
21040,N[C@@H](Cc1ccc(O)cc1)C(=O)O,CCOC(C)=O,-5.683097883463368
8983,O=c1[nH]c(=O)n(C2CCCO2)cc1F,CCO,-5.286191186750196
39313,CCCOC(=O)c1ccc(O)cc1,O,-10.16225828149349
13601,CSCCC(NC(C)=O)C(=O)O,CCCCO,-2.8285243545700847
47341,O=C(c1ccccc1)c1ccccc1,COC(C)=O,-0.7876776644061786
48754,Clc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,-9.200390041123017
