,smiles,solvent,logsol
20276,c1ccc2[nH]c(-c3cscn3)nc2c1,CCOC(C)=O,-7.099884776767177
42664,Oc1ccc(OCc2ccccc2)cc1,CN(C)C=O,-9.338173743486069
21335,Cc1ccccc1S(N)(=O)=O,CCOC(C)=O,-2.742486378423338
25833,O=C1Nc2ccccc2C1=O,CC#N,-4.842412661681803
3827,Nc1ccccc1N,CO,-2.6806296055262178
3961,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,CO,-4.981610615055639
11569,CC(=O)c1ccc(S(C)(=O)=O)cc1,CCCO,-3.989984546897858
19116,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CC(C)=O,-3.8387725436885534
12455,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CCCO,-5.846498776857796
38765,c1ccc(-c2nnn[nH]2)cc1,C1COCCO1,-4.28598944647694
5820,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CCO,-8.058882660761547
6526,COc1ccc(C(=O)O)c(OC)c1,CCO,-3.713172146682981
15893,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,CCCCO,-9.02552193498364
38875,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,C1COCCO1,-8.402080384315733
7336,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CCO,-4.09474464224344
14905,O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],CCCCO,-8.213022801459655
50118,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,CCCCCCCO,-1.8825598335545515
3976,O=C1NC(=O)c2ccccc21,CO,-5.753392975209535
53314,CN1CC(=O)N2C(CC3c4ccccc4NC3C2C2CCC3OCOC3C2)C1=O,CC(O)CO,-7.586999554373091
53486,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,-,-4.8941864814530085
8397,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,CCO,-5.022505466666743
20435,O=C1N=c2ccccc2=N1,CCOC(C)=O,-6.294571642562577
91,Nc1ccc(S(N)(=O)=O)cc1,CO,-3.5555730868057114
44132,O=C(O)c1cccnc1Cl,CN1CCCC1=O,-0.9250792379072343
11538,O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],CCCO,-8.093560779352623
21509,O=C(O)Cc1ccccc1Cl,CCOC(C)=O,-1.1650726553683795
14763,COc1cc(C(=O)O)cc(OC)c1O,CCCCO,-5.076775096600801
45315,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,C1CCCCC1,-7.850903465026175
41341,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,O,-14.51346929552144
50581,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],CC(=O)N(C)C,-1.5832829549572491
40453,Cc1ccc[n+](CCCC[n+]2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,O,-11.736069016284437
14959,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCO,-6.646930660700239
5072,Cc1c(Br)cccc1C(=O)O,CCO,-2.7633515168872993
19774,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,CC(C)=O,-11.061849845610011
5622,CC12CCC(CC1=O)C2(C)C,CCO,-1.0064889997923039
42280,COc1cc2c(cc1OC)C(=O)CC2,CCCOC(C)=O,-2.6673354123282857
10141,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,CCCO,-5.974017633504261
44168,N=C(N)NC(N)=S,CN1CCCC1=O,-3.5713453383244214
20624,CC(=O)N[C@@H](CC(C)C)C(=O)O,CCOC(C)=O,-6.181173322335955
48446,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCCCCC,-10.819778284410283
47500,O=C1OC(=O)C2C3C=CC(O3)C12,COC(C)=O,-3.03117294009401
5576,N[C@H](CC(=O)O)C(=O)O,CCO,-7.685371616168532
10976,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CCCO,-9.106881663607952
47509,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,COC(C)=O,-4.662163907508211
1364,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,CO,-7.313770538395783
16090,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCCCO,-8.584401941109688
23058,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,CCOC(C)=O,-3.603435972296469
17043,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CC(C)=O,-7.764363008695119
36020,O=C(O)c1cccc(C(=O)O)c1,C1CCOC1,-4.172738629650112
13331,CCOc1ccccc1C(N)=O,CCCO,-4.0246319498108
34727,Nc1nc(N)nc(NC2CC2)n1,CC(C)CO,-7.081870599228992
14094,COc1cc([N+](=O)[O-])ccc1N,CCCCO,-5.595376600812415
27382,Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,CC(C)O,-7.033318501957483
34793,CC1(C)NC(=O)NC1=O,CCCCCO,-3.2236371419699115
26929,Clc1ncnc2[nH]ccc12,CC#N,-5.09130319716371
6205,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[Na],CCO,-10.029050775511474
33148,c1ccc(-c2nnn[nH]2)cc1,Cc1ccccc1,-9.481624298618327
3321,COC(=O)[C@H](N)c1ccc(O)cc1,CO,-5.288604687694244
6133,Nc1ccc(C(=O)O)cc1.[K],CCO,-6.040654791298754
53433,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,CC(O)CO,-7.343164263463374
20693,Nc1ccc(Cl)cc1[N+](=O)[O-],CCOC(C)=O,-2.6817978299581444
74,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CO,-4.079258924804059
23965,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,ClCCl,-1.973281345851445
49667,Clc1ccc(SSc2ccc(Cl)cc2)cc1,ClC(Cl)Cl,-2.1037342342488805
47688,O=C(O)c1ccc(CO)cc1,CCCCOC(C)=O,-4.762994271181658
36930,S=c1[nH]c2ccccc2s1,CCC(C)=O,-2.2405497020745933
10766,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,CCCO,-6.092390465697942
42513,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,CN(C)C=O,-2.119430549896199
40535,CCCC(N)=O,O,-2.855970331178832
47153,CCCOC(=O)c1ccc(O)cc1,COC(C)=O,-1.5492839896143533
3405,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,CO,-5.1093512670354135
15098,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,CCCCO,-6.8889335247415495
2989,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,CO,-8.927419616626112
44157,N[C@H](Cc1c[nH]cn1)C(=O)O,CN1CCCC1=O,-2.4545714499919273
5588,N#CCc1ccccc1[N+](=O)[O-],CCO,-4.16240929313623
281,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CO,-3.65081325330748
36427,NC1CCSC1=O,CCC(C)=O,-8.088662810377077
52665,N#CCc1ccccc1[N+](=O)[O-],CCc1ccccc1,-2.742331135079084
28325,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CC(C)O,-8.482743456687011
33978,N[C@@H](CS)C(=O)O,CC(C)CO,-9.944309547056383
53507,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CCOCCOCCO,-6.2046577675690235
24483,c1ccc2[nH]c(-c3cscn3)nc2c1,CC#N,-8.475092015397601
10436,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,CCCO,-7.080918897991326
34863,O=C(Nc1ccccc1)c1ccccc1O,CCCCCO,-3.739958034712037
47350,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,COC(C)=O,-3.055482277959765
23918,NC1CCSC1=O,ClCCl,-7.940579827112244
4211,Nc1nc(N)nc(NC2CC2)n1,CO,-5.777967372845578
26944,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,CC#N,-3.868006120011372
49335,O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-],Clc1ccccc1,-6.523854348789813
19631,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CC(C)=O,-3.556098342880118
41419,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,O,-11.698652814899017
13077,CC1=NN(c2ccc(C)cc2)C(=O)C1,CCCO,-3.183991423014699
28797,O=C(O)/C=C/c1ccc(O)cc1,CC(C)O,-3.2887619523323672
14979,O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-],CCCCO,-1.0554838360684333
31201,CCc1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCCCCO,-4.11659017116942
13224,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,CCCO,-7.797891053379441
23671,Clc1ncnc2[nH]ccc12,CCOC(C)=O,-3.7058221748442484
20321,CC1=NN(c2ccccc2)C(=O)C1,CCOC(C)=O,-3.922881748763022
37871,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,C1COCCO1,-1.3547956940605197
4466,NS(=O)(=O)Cc1noc2ccccc12,CCO,-5.843734435083646
33950,C=CC(=O)NC(C)(C)CS(=O)(=O)O,CC(C)CO,-5.327952171677728
3262,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O,CO,-5.786077717383031
14953,COC(=O)c1c(C)cc(O)c(C)c1O,CCCCO,-2.1602178517071238
7480,CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,CCO,-7.286675831868189
24581,O=C(O)c1cccc(C(=O)O)n1,CC#N,-7.69961843248124
20982,NS(=O)(=O)c1ccccc1,CCOC(C)=O,-2.8772383795062018
20863,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,CCOC(C)=O,-4.7951207699465375
41566,O=C(OCC1c2ccccc2-c2ccccc21)ON1C(=O)CCC1=O,O,-11.570448651213894
6010,COc1cc(C(=O)O)cc(OC)c1O,CCO,-3.9712423650881172
20148,CSCCC(NC(C)=O)C(=O)O,CCOC(C)=O,-5.049896008049559
5198,O=C(O)[C@@H]1CCCN1,CCO,-5.262950222710745
242,COc1cc2nc(Cl)nc(N)c2cc1OC,CO,-7.881675123692928
53612,O=P12OCC(CO)(CO1)CO2,COCC(C)OC(C)=O,-6.784476262821966
40995,CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,O,-8.394842824138777
10994,N[C@H](CC(=O)O)C(=O)O,CCCO,-7.887252086760085
15216,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1.O.O.O,CCCCO,-6.21410822338054
21894,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,CCOC(C)=O,-3.93965117254562
24663,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CC#N,-8.8387768155437
23878,CCOC(=O)[C@@H]1CSCN1.Cl,ClCCl,-3.9812659081703066
35756,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,C1CCOC1,-9.070578429601024
6305,COC(=O)c1c(C)cc(O)c(C)c1O,CCO,-2.137918471438812
53532,CN1CC(=O)N2C(CC3c4ccccc4NC3C2C2CCC3OCOC3C2)C1=O,CCOCCOCCO,-4.632541382784224
14443,N[C@@H](Cc1ccc(O)cc1)C(=O)O,CCCCO,-12.761198528192745
49959,COc1cc(Cl)nc(N)n1,ClC(Cl)Cl,-4.683996966534062
32249,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,Cc1ccccc1,-1.898454207899018
39082,CSCCC(NC(C)=O)C(=O)O,O,-4.296215978260771
50932,Cn1cc([N+](=O)[O-])cn1,CC(=O)O,-7.365040135820098
12578,CC(=O)Nc1ccc(C(=O)O)cc1,CCCO,-4.837732959218793
33648,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC(C)CO,-5.199558594524773
9169,CC(C)c1ncc[nH]1,CCO,-1.2997497597197047
52130,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCOCCO,-2.55245770405028
10317,Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,CCCO,-5.87314832028994
9743,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,CCO,-1.524178068483277
14358,Sc1nc2ccccc2[nH]1,CCCCO,-4.6659823253848485
53001,O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-],COc1ccccc1,-2.8480539227036106
35825,O=C1NC23NC(=O)NC2(N1)C(=O)NC3=O,C1CCOC1,-6.256055288336365
30288,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,CC(C)O,-6.097714346950692
23825,COC(=O)[C@@H](N)CS.Cl,ClCCl,-8.947976107508692
41100,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,O,-11.84281938623132
21222,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CCOC(C)=O,-4.856070414347344
46627,c1ccc2c(c1)oc1ccccc12,ClC(Cl)(Cl)Cl,-1.3321850354728586
10673,O=C(O)c1cccnc1Cl,CCCO,-4.378831743777362
21652,CC(=O)c1ccc(S(C)(=O)=O)cc1,CCOC(C)=O,-3.2138882833571616
42244,O=C(Nc1ccccc1)c1ccccc1O,CCCOC(C)=O,-3.029800045940121
14543,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CCCCO,-7.3987782754519476
44873,Nc1nc(Cl)c2[nH]cnc2n1,OCCO,-6.866613335650962
36159,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,C1CCOC1,-3.930696270693767
32382,COc1ccc(CC(=O)O)cc1,Cc1ccccc1,-3.1820618517454844
33829,CCOC(=O)[C@@H]1CSCN1.Cl,CC(C)CO,-5.308165702602851
16790,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CC(C)=O,-8.599868528085146
26712,O=[N+]([O-])c1ccc(O)c2ncccc12,CC#N,-5.880997094082011
1391,O=C(O)c1c(O)cccc1O,CO,-1.2885145062025176
26514,Nc1ccc([N+](=O)[O-])cc1N,CC#N,-5.33976455646221
26064,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CC#N,-3.12834979816883
27046,NS(=O)(=O)Cc1noc2ccccc12,CC(C)O,-6.1821409082846905
44308,O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],CN1CCCC1=O,-1.584452659740192
32307,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,Cc1ccccc1,-10.521156271920168
28023,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CC(C)O,-4.073366155836909
45758,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],C1CCCCC1,-10.458613435198698
20769,NCCCCCC(=O)O,CCOC(C)=O,-8.517193191416238
38493,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,C1COCCO1,-4.104394898075602
50655,CC(C)(C)c1ccc(C(=O)O)cc1,CC(=O)O,-3.0597376035299035
37725,Nc1nc(N)nc(NC2CC2)n1,CCC(C)O,-7.284632930238389
10132,O=C(O)c1ccc(CO)cc1,CCCO,-3.304706081473394
42762,O=C1C=CC(=O)N1c1ccccc1Br,CN(C)C=O,-1.2584289901219947
4220,Cn1cc([N+](=O)[O-])cn1,CO,-4.685187893974122
35359,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,CCCCCO,-8.75165050263072
51807,O=C1OC(=O)c2cc(Cl)ccc21,CCC(C)(C)O,-3.8217253674473657
6111,CC(=O)c1ccc([N+](=O)[O-])cc1,CCO,-3.9654237821552614
45352,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,C1CCCCC1,-5.947639067567953
46077,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,CS(C)=O,-7.756153744813374
47388,O=C1OC(=O)c2c(Cl)cccc21,COC(C)=O,-1.9330926453446988
3519,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CO,-5.74594912281809
34409,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,CC(C)CO,-8.812235618274311
33665,Cc1c(N)cccc1C(=O)O,CC(C)CO,-5.975591197951692
39840,O=C(O)CS.[Na],O,-1.7344344026087857
14243,O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,CCCCO,-7.596910438272545
11617,CCOC(=O)c1ccc(N)cc1,CCCO,-2.2926347621408776
39385,COc1cc([N+](=O)[O-])ccc1N,O,-10.982297213908058
39135,O=C(O)[C@@H]1CSCN1,O,-5.29452456830934
2297,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CO,-4.482952553263842
36582,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CCC(C)=O,-5.509532346996973
23899,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,ClCCl,-11.042921835724492
49180,O=C(O)c1ccc(CO)cc1,CCOC=O,-5.44681737486648
44541,Nc1cc(Cl)ccc1C(=O)O,CN1CCCC1=O,-2.978875156487568
53496,CN1CC(=O)N2C(CC3c4ccccc4NC3C2C2CCC3OCOC3C2)C1=O,-,-3.8429634694966515
40867,COc1cc(C(=O)O)cc(OC)c1O,O,-7.344772975603408
47009,CSCCC(NC(C)=O)C(=O)O,COC(C)=O,-4.779523573132869
36264,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CCC(C)=O,-4.149011963564409
39510,N[C@@H](CO)C(=O)O,O,-2.6358225671053295
27560,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CC(C)O,-4.743168684145382
30991,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CC(C)O,-6.600270579234176
23315,Cn1cnc([N+](=O)[O-])c1Cl,CCOC(C)=O,-4.124597605393122
7676,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,CCO,-2.7551418086360604
27100,Nc1ccc(S(N)(=O)=O)cc1,CC(C)O,-6.066188093303919
22820,O=C1OC(=O)C2C3C=CC(O3)C12,CCOC(C)=O,-3.475899376366189
13608,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,CCCCO,-6.187479431033939
36471,COC(=O)c1ccc(C(=O)OC)cc1,CCC(C)=O,-3.7786116200041993
13638,O=Cc1cc(C=O)cc(C=O)c1,CCCCO,-6.311669811265323
17008,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CC(C)=O,-7.719235646503947
39252,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,O,-10.008848068193954
8821,Nc1nc2ccc(OC(F)(F)F)cc2s1,CCO,-1.4426954147706603
12656,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CCCO,-6.980325971816972
17716,COc1ccc(C(=O)N2CCCC2=O)cc1,CC(C)=O,-2.7711497580455267
15545,Nc1ccc(S(N)(=O)=O)cc1,CCCCO,-6.201198411512274
27578,O=C(O)Cc1ccccc1[N+](=O)[O-],CC(C)O,-3.4992513221375434
44086,Oc1c(Br)cc(Br)c2cccnc12,CN1CCCC1=O,-4.21245265070243
25548,CC(=O)c1cccc([N+](=O)[O-])c1,CC#N,-1.4567168254164364
26344,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CC#N,-3.998670812153818
21060,N#CCc1ccccc1[N+](=O)[O-],CCOC(C)=O,-1.5173146235582946
53645,O=P12OCC(CO)(CO1)CO2,COC(C)COC(C)COC(C)CO,-4.190943572211355
16816,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,CC(C)=O,-10.997112299693198
11583,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,-6.593674732675825
8840,CC(=O)Nc1ccc(C(=O)O)cc1,CCO,-4.6877912146764285
48554,CC(=O)c1ccc(S(C)(=O)=O)cc1,CCCCCC,-4.615220521841593
23000,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,CCOC(C)=O,-10.860600278930539
30647,Cc1ccc(C(C)C)c(O)c1,CC(C)O,-0.3802360540623888
48724,CC(C)c1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,-7.206161314796893
34074,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CC(C)CO,-9.54288035006979
46487,COc1ccc(P(=O)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,CCOCC,-4.438808648772866
18769,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CC(C)=O,-4.931728924117608
36462,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCC(C)=O,-8.122452046671048
46278,COc1cc([N+](=O)[O-])ccc1N,CS(C)=O,-1.3314274596790505
21403,Nc1nc(Cl)cc(Cl)n1,CCOC(C)=O,-4.624353005404865
9718,Nc1nc(N)nc(NC2CC2)n1,CCO,-6.362528228498814
28334,NNC(=O)c1ccncc1,CC(C)O,-5.396371307023425
17697,CC(=O)c1cccc([N+](=O)[O-])c1,CC(C)=O,-1.3329431856228962
2806,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],CO,-3.2844815819661948
27603,Oc1ccc(OCc2ccccc2)cc1,CC(C)O,-2.609517945037964
37382,O=C[C@H](O)[C@H](O)[C@H](O)CO,CCC(C)O,-4.717723172227422
4493,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CCO,-7.62930193406378
19944,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,CC(C)=O,-5.271675435601615
43699,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,CN(C)C=O,-2.119430549896199
25148,NS(=O)(=O)c1ccccc1,CC#N,-2.6273461736872474
25398,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CC#N,-6.479876576037072
47636,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,COC(C)=O,-1.6814711153339321
27845,O=P(O)(O)c1ccccc1,CC(C)O,-1.1812007339837387
28142,Cc1cccc(C(=O)O)c1N,CC(C)O,-3.6777417097034806
6419,COc1cc(C(=O)O)ccc1O,CCO,-3.259697819388456
36127,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,C1CCOC1,-2.4462245431956564
3540,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,CO,-5.308367702401538
27401,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CC(C)O,-2.0120072174302392
42752,O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,CN(C)C=O,-5.119334711019596
10118,CC(=O)Nc1ccccc1[N+](=O)[O-],CCCO,-3.559255686320431
4032,NCCCC(=O)O,CO,-5.794911408067303
48830,COC(=O)/C=C/c1ccc(O)cc1,CCCCCC,-10.479740981624573
1469,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,CO,-4.987749190309555
26190,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,CC#N,-7.491151595582963
9497,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,CCO,-2.558768498386456
4841,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,CCO,-2.8449185838617277
11605,O=C(O)/C=C/c1ccc(O)cc1,CCCO,-3.1488834530481657
20992,CN(C)/C=C/C(=O)c1cccnc1,CCOC(C)=O,-3.911523130386495
2713,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,CO,-6.240931540091707
23085,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CCOC(C)=O,-8.170063660321036
22060,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,CCOC(C)=O,-0.14363945020161079
4876,O=C1N=c2ccccc2=N1,CCO,-5.394409852273859
