,SMILES,"T,K",Solubility,Solvent,SMILES_Solvent,Source
25444,N#Cc1cccc([N+](=O)[O-])c1,303.15,0.1164,acetonitrile,CC#N,10.1021/acs.jced.7b00615
25453,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,303.15,0.0005023,acetonitrile,CC#N,10.1021/acs.jced.7b00542
25481,Nc1nc(Cl)cc(Cl)n1,303.15,0.003145,acetonitrile,CC#N,10.1021/acs.jced.8b00292
25495,On1nnc2ccccc21,303.15,0.005309,acetonitrile,CC#N,10.1021/acs.jced.7b00316
25517,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,303.15,1.897e-05,acetonitrile,CC#N,10.1021/acs.jced.8b00235
25527,O=c1nc[nH]c2[nH]ncc12,303.15,0.0002386,acetonitrile,CC#N,10.1021/acs.jced.8b00430
25538,COc1ccc(CC(=O)O)cc1,303.15,0.0803,acetonitrile,CC#N,10.1021/acs.jced.8b00271
25548,CC(=O)c1cccc([N+](=O)[O-])c1,303.15,0.233,acetonitrile,CC#N,10.1021/acs.jced.8b00192
25557,CC(=O)c1ccc([N+](=O)[O-])cc1,303.15,0.2437,acetonitrile,CC#N,10.1021/acs.jced.8b00192
25567,O=C(O)Cc1ccccc1Cl,303.15,0.1993,acetonitrile,CC#N,10.1021/acs.jced.8b00139
25581,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,303.15,0.02243,acetonitrile,CC#N,10.1021/acs.jced.7b01134
25602,O=C(c1ccccc1)c1ccccc1,303.15,0.5426,acetonitrile,CC#N,10.1021/acs.jced.8b00196
25611,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,303.15,0.0148,acetonitrile,CC#N,10.1021/acs.jced.7b01011
25630,O=C(c1ccccc1)C(O)c1ccccc1,303.15,0.007873,acetonitrile,CC#N,10.1021/acs.jced.7b00743
25637,O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],303.15,0.05593,acetonitrile,CC#N,10.1021/acs.jced.6b00664
25648,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,303.15,0.11199,acetonitrile,CC#N,10.1021/acs.jced.6b00911
25657,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,303.15,0.007475,acetonitrile,CC#N,10.1021/acs.jced.6b00721
25668,O=C1NC23NC(=O)NC2(N1)C(=O)NC3=O,303.15,3.6e-05,acetonitrile,CC#N,10.1021/acs.jced.6b00349
25681,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,303.15,0.006794,acetonitrile,CC#N,10.1021/acs.jced.6b00230
25714,CS(=O)(=O)c1ccc(C=O)cc1,303.15,0.01367,acetonitrile,CC#N,10.1021/acs.jced.5b01053
25738,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,303.15,0.0101,acetonitrile,CC#N,10.1021/acs.jced.5b00714
25747,O=C1OC(=O)c2c(Cl)cccc21,303.15,0.1228,acetonitrile,CC#N,10.1021/acs.jced.5b00526
25757,O=C1OC(=O)c2cc(Cl)ccc21,303.15,0.1936,acetonitrile,CC#N,10.1021/acs.jced.5b00526
25774,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,303.15,0.009065,acetonitrile,CC#N,10.1021/acs.jced.5b00190
25783,O=P(NCc1ccccc1)(Oc1ccccc1)Oc1ccccc1,303.15,0.0264,acetonitrile,CC#N,10.1021/acs.jced.5b00007
25794,O=[N+]([O-])N1CN2CN(C1)CN([N+](=O)[O-])C2,303.15,2.25782e-07,acetonitrile,CC#N,10.1021/acs.jced.5b00033
25798,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,303.15,0.006014,acetonitrile,CC#N,10.1021/je5010033
25823,Nc1ccc(S(=O)(=O)O)cc1,303.15,0.000214,acetonitrile,CC#N,10.1021/je500867u
25833,O=C1Nc2ccccc2C1=O,303.15,0.007888,acetonitrile,CC#N,10.1021/je500396b
25843,c1ccc2c(c1)sc1ccccc12,303.15,0.018913,acetonitrile,CC#N,10.1021/je500437m
25851,O=C1N2CN3C(=O)N([N+](=O)[O-])C4C3N(CN3C(=O)N([N+](=O)[O-])C(C23)N1[N+](=O)[O-])C(=O)N4[N+](=O)[O-],303.15,0.000248,acetonitrile,CC#N,10.1021/je500392g
25854,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,303.15,0.0011344,acetonitrile,CC#N,10.1021/je5002158
25862,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],303.15,0.00869,acetonitrile,CC#N,10.1021/je500068b
25960,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,303.15,0.00091,acetonitrile,CC#N,10.1021/je101020m
26033,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,303.15,0.019623,acetonitrile,CC#N,10.1021/je901024t
26064,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,303.15,0.04379,acetonitrile,CC#N,10.1021/je900401z
26085,Cn1[nH]c(=O)c(=O)[nH]c1=S,303.15,0.002683,acetonitrile,CC#N,10.1021/je900177h
26099,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,303.15,0.0197,acetonitrile,CC#N,10.1021/je8007815
26106,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,303.15,0.00072319,acetonitrile,CC#N,10.1021/je800515w
26122,OCC(CO)(CO)CO,303.15,7.726e-05,acetonitrile,CC#N,10.1021/acs.jced.1c00080
26132,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,303.15,0.005903,acetonitrile,CC#N,10.1021/acs.jced.0c00267
26141,O=Cc1ccc(O)c(Br)c1,303.15,0.01525,acetonitrile,CC#N,10.1021/acs.jced.0c00043
26151,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,303.15,0.003525,acetonitrile,CC#N,10.1021/acs.jced.0c00199
26162,CC1=NN(c2ccccc2)C(=O)C1,303.15,0.02178,acetonitrile,CC#N,10.1021/acs.jced.9b00881
26171,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,303.15,0.002425,acetonitrile,CC#N,10.1021/acs.jced.9b00728
26180,C[C@H]1COc2c(N3CCN(C)CC3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23.Cl,303.15,5.36e-06,acetonitrile,CC#N,10.1021/acs.jced.9b00717
26190,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,303.15,0.000558,acetonitrile,CC#N,10.1021/acs.jced.9b00331
26198,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,303.15,0.01573,acetonitrile,CC#N,10.1021/acs.jced.9b00353
26213,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,303.15,0.0101,acetonitrile,CC#N,10.1021/acs.jced.6b00421
26220,c1ccc2[nH]c(-c3cscn3)nc2c1,303.15,0.0002132,acetonitrile,CC#N,10.1016/j.jct.2021.106616
26230,O=C(O)COc1ccc(Cl)cc1Cl,303.15,0.0572,acetonitrile,CC#N,10.1016/j.jct.2021.106589
26239,Nc1nc2ccc(OC(F)(F)F)cc2s1,303.15,0.26683,acetonitrile,CC#N,10.1016/j.jct.2021.106569
26250,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,303.15,0.000368,acetonitrile,CC#N,10.1016/j.jct.2021.106474
26258,CC(=O)Nc1ccc(C(=O)O)cc1,303.15,0.000653,acetonitrile,CC#N,10.1016/j.jct.2021.106478
26268,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,303.15,0.003436,acetonitrile,CC#N,10.1016/j.jct.2021.106451
26279,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,303.15,5.96e-05,acetonitrile,CC#N,10.1016/j.jct.2021.106399
26287,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,303.15,0.003654,acetonitrile,CC#N,10.1016/j.jct.2020.106259
26297,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,303.15,0.001318,acetonitrile,CC#N,10.1016/j.jct.2020.106273
26305,O=Cc1cc(Br)c(O)c(Br)c1,303.15,0.004517,acetonitrile,CC#N,10.1016/j.jct.2020.106252
26315,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,303.15,0.009422,acetonitrile,CC#N,10.1016/j.jct.2020.106231
26325,N#Cc1ccc2c(c1)OCO2,303.15,0.1728,acetonitrile,CC#N,10.1016/j.jct.2020.106191
26336,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,303.15,0.02091,acetonitrile,CC#N,10.1016/j.jct.2020.106126
26344,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],303.15,0.01834,acetonitrile,CC#N,10.1016/j.jct.2020.106116
26355,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,303.15,0.002796,acetonitrile,CC#N,10.1016/j.jct.2019.105969
26364,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,303.15,6.271e-05,acetonitrile,CC#N,10.1016/j.jct.2019.106031
26373,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,303.15,3.064e-05,acetonitrile,CC#N,10.1016/j.jct.2019.07.018
26380,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],303.15,0.01234,acetonitrile,CC#N,10.1016/j.jct.2019.01.013
26401,c1ccc(-c2nnn[nH]2)cc1,303.15,0.003588,acetonitrile,CC#N,10.1016/j.jct.2017.04.019
26420,S=c1[nH]c2ccccc2s1,303.15,0.01102,acetonitrile,CC#N,10.1016/j.jct.2017.05.013
26435,Cc1cc(C)[nH]n1,303.15,0.07224,acetonitrile,CC#N,10.1016/j.jct.2017.02.011
26450,Cc1ccc(N)c([N+](=O)[O-])c1,303.15,0.07211,acetonitrile,CC#N,10.1016/j.jct.2017.02.008
26463,Nc1ccc(N)c([N+](=O)[O-])c1,303.15,0.03279,acetonitrile,CC#N,10.1016/j.jct.2017.01.006
26480,CC(C)c1ncc[nH]1,303.15,0.04534,acetonitrile,CC#N,10.1016/j.jct.2016.12.028
26486,COc1cc(CO)ccc1O,303.15,0.0262,acetonitrile,CC#N,10.1016/j.jct.2016.11.030
26499,Clc1ccc2c(c1)Nc1ccccc1S2,303.15,0.006003,acetonitrile,CC#N,10.1016/j.jct.2016.11.029
26514,Nc1ccc([N+](=O)[O-])cc1N,303.15,0.004797,acetonitrile,CC#N,10.1016/j.jct.2016.11.014
26531,Nc1cc(Cl)ccc1C(=O)O,303.15,0.003617,acetonitrile,CC#N,10.1016/j.jct.2016.11.019
26546,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,303.15,0.01655,acetonitrile,CC#N,10.1016/j.jct.2016.11.032
26561,Cc1cc([N+](=O)[O-])ccc1N,303.15,0.06506,acetonitrile,CC#N,10.1016/j.jct.2016.10.037
26574,Nc1ccccc1N,303.15,0.09867,acetonitrile,CC#N,10.1016/j.jct.2016.10.018
26593,O=Cc1cccc([N+](=O)[O-])c1,303.15,0.5324,acetonitrile,CC#N,10.1016/j.jct.2016.10.040
26604,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,303.15,0.0109,acetonitrile,CC#N,10.1016/j.jct.2016.10.014
26615,COc1cc(Cl)nc(N)n1,303.15,0.005232,acetonitrile,CC#N,10.1016/j.jct.2016.10.020
26623,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,303.15,0.00103,acetonitrile,CC#N,10.1016/j.jct.2016.09.011
26631,O=Cc1ccc([N+](=O)[O-])cc1,303.15,0.1297,acetonitrile,CC#N,10.1016/j.jct.2016.09.012
26640,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,303.15,0.000178,acetonitrile,CC#N,10.1016/j.jct.2016.09.036
26652,Nc1nnc[nH]1,303.15,0.002728,acetonitrile,CC#N,10.1016/j.jct.2016.09.033
26662,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,303.15,2.1e-05,acetonitrile,CC#N,10.1016/j.jct.2016.09.015
26673,O=Cc1ccc(C=O)cc1,303.15,0.06921,acetonitrile,CC#N,10.1016/j.jct.2016.07.013
26682,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,303.15,0.001741,acetonitrile,CC#N,10.1016/j.jct.2016.08.034
26697,CC1=NN(c2ccc(C)cc2)C(=O)C1,303.15,0.01567,acetonitrile,CC#N,10.1016/j.jct.2016.08.007
26712,O=[N+]([O-])c1ccc(O)c2ncccc12,303.15,0.002792,acetonitrile,CC#N,10.1016/j.jct.2016.04.018
26722,Cc1ccc(C(C)C)c(O)c1,303.15,0.7923,acetonitrile,CC#N,10.1016/j.jct.2015.09.010
26730,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,303.15,0.003538,acetonitrile,CC#N,10.1016/j.jct.2015.11.005
26745,O=C1NC(=O)c2ccccc21,303.15,0.003854,acetonitrile,CC#N,10.1016/j.jct.2015.10.024
26778,Cc1cccc([N+](=O)[O-])c1N,303.15,0.1325,acetonitrile,CC#N,10.1016/j.jct.2016.05.027
26793,O=S(=O)(c1ccc(O)cc1)c1ccccc1O,303.15,0.02191,acetonitrile,CC#N,10.1016/j.jct.2016.07.001
26806,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],303.15,0.004686,acetonitrile,CC#N,10.1016/j.jct.2016.07.023
26819,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,303.15,0.00992,acetonitrile,CC#N,10.1016/j.jct.2016.01.023
26835,N=C(Nc1ccccc1)Nc1ccccc1,303.15,0.02538,acetonitrile,CC#N,10.1016/j.jct.2016.03.011
26844,C/C=C/C=C/C(=O)O,303.15,0.01486,acetonitrile,CC#N,10.1016/j.jct.2015.02.004
26871,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,303.15,0.01199,acetonitrile,CC#N,10.1016/j.jct.2015.07.010
26884,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,303.15,0.006528,acetonitrile,CC#N,10.1016/j.jct.2016.09.038
26897,CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,303.15,0.02685,acetonitrile,CC#N,10.1016/j.jct.2015.11.025
26907,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,303.15,0.003316,acetonitrile,CC#N,10.1016/j.jct.2016.01.003
26920,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,303.15,2.21e-05,acetonitrile,CC#N,10.1016/j.jct.2012.08.007
26929,Clc1ncnc2[nH]ccc12,303.15,0.00615,acetonitrile,CC#N,10.1016/j.jct.2021.106493
26938,Cn1cc([N+](=O)[O-])cn1,303.15,0.006,acetonitrile,CC#N,10.1016/j.fluid.2018.05.023
26944,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,303.15,0.0209,acetonitrile,CC#N,10.1016/j.fluid.2018.05.005
26954,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,303.15,0.1968,acetonitrile,CC#N,10.1016/j.fluid.2018.01.015
26959,CCOc1ccccc1C(N)=O,303.15,0.01325,acetonitrile,CC#N,10.1016/j.fluid.2016.08.019
26968,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,303.15,0.0001091,acetonitrile,CC#N,10.1016/j.fluid.2015.06.026
26979,O=C1C=CC(=O)O1,303.15,0.0526,acetonitrile,CC#N,10.1016/j.fluid.2014.01.008
26996,C/C=C/C(=O)O,303.15,0.2597,acetonitrile,CC#N,10.1016/j.fluid.2013.06.038
27002,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,303.15,0.00265,acetonitrile,CC#N,10.1016/j.fluid.2013.06.037
27024,COC(=O)[C@@H](N)CS.Cl,303.15,0.00585,isopropanol,CC(C)O,10.1021/acs.jced.0c00795
27035,CC1(C)NC(=O)NC1=O,303.15,0.06295,isopropanol,CC(C)O,10.1021/acs.jced.9b01020
27046,NS(=O)(=O)Cc1noc2ccccc12,303.15,0.002066,isopropanol,CC(C)O,10.1021/acs.jced.0c00249
27055,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,303.15,0.000436,isopropanol,CC(C)O,10.1021/acs.jced.0c00254
27063,O=Cc1cc(Br)c(O)c(Br)c1,303.15,0.00629,isopropanol,CC(C)O,10.1021/acs.jced.0c00376
27073,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,303.15,0.000262,isopropanol,CC(C)O,10.1021/acs.jced.0c00301
27083,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,303.15,0.004961,isopropanol,CC(C)O,10.1021/acs.jced.0c00127
27092,O=C(Nc1ccccc1)c1ccccc1,303.15,0.005127,isopropanol,CC(C)O,10.1021/acs.jced.0c00167
27100,Nc1ccc(S(N)(=O)=O)cc1,303.15,0.00232,isopropanol,CC(C)O,10.1021/acs.jced.9b00411
27109,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,303.15,0.000663,isopropanol,CC(C)O,10.1021/acs.jced.0c00616
27127,O=C(O)COc1ccc(Cl)cc1,303.15,0.04764,isopropanol,CC(C)O,10.1021/acs.jced.1c00153
27137,Cc1cc(Cl)cc(C(=O)O)c1N,303.15,0.00911,isopropanol,CC(C)O,10.1021/acs.jced.1c00047
27145,Cc1c(N)cccc1C(=O)O,303.15,0.003857,isopropanol,CC(C)O,10.1021/acs.jced.1c00109
27153,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,303.15,9.3e-05,isopropanol,CC(C)O,10.1021/acs.jced.0c01074
27158,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,303.15,3.04e-05,isopropanol,CC(C)O,10.1021/acs.jced.1c00163
27166,CC(=O)Nc1ccccc1[N+](=O)[O-],303.15,0.0184,isopropanol,CC(C)O,10.1021/acs.jced.1c00037
27173,CSCCC(NC(C)=O)C(=O)O,303.15,0.06601,isopropanol,CC(C)O,10.1021/acs.jced.1c00064
27180,O=C(O)c1ccc(CO)cc1,303.15,0.04404,isopropanol,CC(C)O,10.1021/acs.jced.1c00035
27189,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,303.15,0.002581,isopropanol,CC(C)O,10.1021/acs.jced.1c00062
27208,O=C(O)[C@@H]1C[C@@H](O)CN1,303.15,0.000154,isopropanol,CC(C)O,10.1021/acs.jced.0c00794
27219,O=Cc1cc(C=O)cc(C=O)c1,303.15,0.000803,isopropanol,CC(C)O,10.1021/acs.jced.0c00776
27230,COc1cc2nc(Cl)nc(N)c2cc1OC,303.15,0.0004344,isopropanol,CC(C)O,10.1021/acs.jced.0c00506
27235,O=C(O)[C@@H]1CSCN1,303.15,9.8e-05,isopropanol,CC(C)O,10.1021/acs.jced.0c00996
27241,CCOc1ccccc1C(N)=O,303.15,0.012179,isopropanol,CC(C)O,10.1021/acs.jced.0c01081
27251,O=C(Nc1ccccc1)c1ccccc1O,303.15,0.0314756,isopropanol,CC(C)O,10.1021/acs.jced.0c01078
27261,O=C(O)c1cccc(O)c1O,303.15,0.09018,isopropanol,CC(C)O,10.1021/acs.jced.0c01032
27270,NC(=O)[C@@H]1CCCN1,303.15,0.15276,isopropanol,CC(C)O,10.1021/acs.jced.0c00961
27292,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,303.15,0.00043524,isopropanol,CC(C)O,10.1021/acs.jced.0c00803
27300,c1ccc2[nH]c(-c3cscn3)nc2c1,303.15,0.00118,isopropanol,CC(C)O,10.1021/acs.jced.0c00724
27309,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,303.15,0.02942,isopropanol,CC(C)O,10.1021/acs.jced.0c00655
27320,c1cnc2[nH]ccc2c1,303.15,0.2791,isopropanol,CC(C)O,10.1021/acs.jced.0c00128
27330,Nc1cccc(Cl)c1C(=O)O,303.15,0.04788,isopropanol,CC(C)O,10.1021/acs.jced.0c00320
27337,CC1=NN(c2ccccc2)C(=O)C1,303.15,0.026761,isopropanol,CC(C)O,10.1021/acs.jced.0c00290
27346,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,303.15,0.0115,isopropanol,CC(C)O,10.1021/acs.jced.0c00201
27353,Cl.N=C(N=C(N)N)N1CCOCC1,303.15,0.00079,isopropanol,CC(C)O,10.1021/acs.jced.0c00015
27360,Nc1nc(=O)[nH]cc1F,303.15,0.0003817,isopropanol,CC(C)O,10.1021/acs.jced.1c00206
27367,O=C(O)CNCc1ccccc1,303.15,9.6e-05,isopropanol,CC(C)O,10.1021/acs.jced.1c00050
27375,O=C(O)c1cccc([N+](=O)[O-])c1O,303.15,0.06859,isopropanol,CC(C)O,10.1021/acs.jced.1c00259
27382,Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,303.15,0.000882,isopropanol,CC(C)O,10.1021/acs.jced.1c00239
27391,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,303.15,0.000683,isopropanol,CC(C)O,10.1021/acs.jced.1c00302
27396,CCOC(=O)[C@@H]1CSCN1.Cl,303.15,0.00492,isopropanol,CC(C)O,10.1021/acs.jced.1c00079
27401,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,303.15,0.13372,isopropanol,CC(C)O,10.1021/acs.jced.1c00201
27409,O=C(O)c1cccc(C(=O)O)n1,303.15,0.00735,isopropanol,CC(C)O,10.1021/acs.jced.1c00200
27417,Nc1cccc(C(=O)O)c1,303.15,0.0112,isopropanol,CC(C)O,10.1021/acs.jced.1c00247
27424,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,303.15,0.03279,isopropanol,CC(C)O,10.1021/acs.jced.1c00240
27441,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,303.15,0.00149,isopropanol,CC(C)O,10.1021/acs.jced.0c00097
27451,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,303.15,0.05305,isopropanol,CC(C)O,10.1021/acs.jced.0c00122
27460,O=C1N=c2ccccc2=N1,303.15,0.0040159,isopropanol,CC(C)O,10.1021/acs.jced.0c00165
27471,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,303.15,0.1234,isopropanol,CC(C)O,10.1021/acs.jced.0c00166
27480,O=c1cc(CBr)c2ccccc2[nH]1,303.15,0.000279,isopropanol,CC(C)O,10.1021/acs.jced.0c00303
27485,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,303.15,0.0003493,isopropanol,CC(C)O,10.1021/acs.jced.0c00332
27490,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,303.15,0.001282,isopropanol,CC(C)O,10.1021/acs.jced.0c00353
27495,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,303.15,0.01349,isopropanol,CC(C)O,10.1021/acs.jced.1c00485
27501,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,303.15,0.000355,isopropanol,CC(C)O,10.1021/acs.jced.1c00432
27511,COc1cc2c(cc1OC)C(=O)CC2,303.15,0.019763,isopropanol,CC(C)O,10.1021/acs.jced.1c00040
27520,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,303.15,3.01e-05,isopropanol,CC(C)O,10.1021/acs.jced.0c01067
27529,CC(=O)NCC(=O)O,303.15,0.004145,isopropanol,CC(C)O,10.1021/acs.jced.0c00983
27538,CC(=O)N1CCC[C@H]1C(=O)O,303.15,0.09898,isopropanol,CC(C)O,10.1021/acs.jced.1c00032
27543,NC1CCSC1=O,303.15,0.001163,isopropanol,CC(C)O,10.1021/acs.jced.0c01089
27550,CCCOC(=O)c1ccc(O)cc1,303.15,0.2075,isopropanol,CC(C)O,10.1021/acs.jced.0c00584
27560,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,303.15,0.008711,isopropanol,CC(C)O,10.1021/acs.jced.0c00513
27568,C=CC(=O)NC(C)(C)CS(=O)(=O)O,303.15,0.001291,isopropanol,CC(C)O,10.1021/acs.jced.0c00578
27578,O=C(O)Cc1ccccc1[N+](=O)[O-],303.15,0.03022,isopropanol,CC(C)O,10.1021/acs.jced.0c00543
27588,O=C(O)Cc1ccc([N+](=O)[O-])cc1,303.15,0.05418,isopropanol,CC(C)O,10.1021/acs.jced.0c00182
27596,N[C@@H](CS)C(=O)O,303.15,0.000158,isopropanol,CC(C)O,10.1021/acs.jced.0c00031
27603,Oc1ccc(OCc2ccccc2)cc1,303.15,0.07357,isopropanol,CC(C)O,10.1021/acs.jced.9b00817
27608,O=C([O-])/C=C/C(=O)O.[Na+],303.15,4.08e-05,isopropanol,CC(C)O,10.1021/acs.jced.9b01203
27616,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],303.15,0.01101,isopropanol,CC(C)O,10.1021/acs.jced.9b01036
27623,O=c1[nH]c2ccccc2c(=O)o1,303.15,0.00176,isopropanol,CC(C)O,10.1021/acs.jced.9b01164
27631,O=C[C@H](O)[C@H](O)[C@H](O)CO,303.15,0.0117036,isopropanol,CC(C)O,10.1021/acs.jced.0c00009
27637,Oc1c(Br)cc(Br)c2cccnc12,303.15,0.000188,isopropanol,CC(C)O,10.1021/acs.jced.9b01190
