,smiles,solvent,logsol,ET(30) (kcal mol-1),ETN
24663,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CC#N,-8.8387768155437,45.6,0.46
23878,CCOC(=O)[C@@H]1CSCN1.Cl,ClCCl,-3.9812659081703066,40.7,0.309
35756,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,C1CCOC1,-9.070578429601024,37.4,0.207
6305,COC(=O)c1c(C)cc(O)c(C)c1O,CCO,-2.137918471438812,51.9,0.654
14443,N[C@@H](Cc1ccc(O)cc1)C(=O)O,CCCCO,-12.761198528192743,49.7,0.586
49959,COc1cc(Cl)nc(N)n1,ClC(Cl)Cl,-4.683996966534062,39.1,0.259
32249,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,Cc1ccccc1,-1.898454207899018,33.9,0.099
39082,CSCCC(NC(C)=O)C(=O)O,O,-4.296215978260771,63.1,1.0
12578,CC(=O)Nc1ccc(C(=O)O)cc1,CCCO,-4.837732959218793,50.7,0.617
33648,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC(C)CO,-5.199558594524773,48.6,0.552
9169,CC(C)c1ncc[nH]1,CCO,-1.2997497597197047,51.9,0.654
10317,Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,CCCO,-5.87314832028994,50.7,0.617
9743,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,CCO,-1.524178068483277,51.9,0.654
30288,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,CC(C)O,-6.097714346950692,48.4,0.546
23825,COC(=O)[C@@H](N)CS.Cl,ClCCl,-8.947976107508692,40.7,0.309
41100,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,O,-11.84281938623132,63.1,1.0
21222,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CCOC(C)=O,-4.856070414347344,38.1,0.228
10673,O=C(O)c1cccnc1Cl,CCCO,-4.378831743777362,50.7,0.617
21652,CC(=O)c1ccc(S(C)(=O)=O)cc1,CCOC(C)=O,-3.2138882833571616,38.1,0.228
42244,O=C(Nc1ccccc1)c1ccccc1O,CCCOC(C)=O,-3.029800045940121,37.5,0.21
14543,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CCCCO,-7.3987782754519476,49.7,0.586
36159,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,C1CCOC1,-3.930696270693767,37.4,0.207
32382,COc1ccc(CC(=O)O)cc1,Cc1ccccc1,-3.1820618517454844,33.9,0.099
33829,CCOC(=O)[C@@H]1CSCN1.Cl,CC(C)CO,-5.308165702602851,48.6,0.552
16790,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CC(C)=O,-8.599868528085146,42.2,0.355
1391,O=C(O)c1c(O)cccc1O,CO,-1.2885145062025176,55.4,0.762
26064,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CC#N,-3.12834979816883,45.6,0.46
27046,NS(=O)(=O)Cc1noc2ccccc12,CC(C)O,-6.1821409082846905,48.4,0.546
32307,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,Cc1ccccc1,-10.521156271920168,33.9,0.099
28023,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CC(C)O,-4.073366155836909,48.4,0.546
45758,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],C1CCCCC1,-10.458613435198698,30.9,0.006
38493,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,C1COCCO1,-4.104394898075602,36.0,0.164
37725,Nc1nc(N)nc(NC2CC2)n1,CCC(C)O,-7.284632930238389,47.1,0.506
10132,O=C(O)c1ccc(CO)cc1,CCCO,-3.304706081473394,50.7,0.617
42762,O=C1C=CC(=O)N1c1ccccc1Br,CN(C)C=O,-1.2584289901219947,43.2,0.386
35359,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,CCCCCO,-8.75165050263072,49.1,0.586
6111,CC(=O)c1ccc([N+](=O)[O-])cc1,CCO,-3.965423782155261,51.9,0.654
45352,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,C1CCCCC1,-5.947639067567953,30.9,0.006
3519,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CO,-5.74594912281809,55.4,0.762
34409,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,CC(C)CO,-8.812235618274311,48.6,0.552
33665,Cc1c(N)cccc1C(=O)O,CC(C)CO,-5.975591197951692,48.6,0.552
14243,O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,CCCCO,-7.596910438272545,49.7,0.586
11617,CCOC(=O)c1ccc(N)cc1,CCCO,-2.2926347621408776,50.7,0.617
39385,COc1cc([N+](=O)[O-])ccc1N,O,-10.982297213908058,63.1,1.0
39135,O=C(O)[C@@H]1CSCN1,O,-5.29452456830934,63.1,1.0
2297,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CO,-4.482952553263842,55.4,0.762
36582,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CCC(C)=O,-5.509532346996973,41.3,0.327
23899,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,ClCCl,-11.042921835724492,40.7,0.309
49180,O=C(O)c1ccc(CO)cc1,CCOC=O,-5.44681737486648,40.9,0.315
40867,COc1cc(C(=O)O)cc(OC)c1O,O,-7.344772975603408,63.1,1.0
47009,CSCCC(NC(C)=O)C(=O)O,COC(C)=O,-4.779523573132869,38.9,0.253
36264,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CCC(C)=O,-4.149011963564409,41.3,0.327
27560,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CC(C)O,-4.743168684145382,48.4,0.546
30991,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CC(C)O,-6.600270579234176,48.4,0.546
7676,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,CCO,-2.7551418086360604,51.9,0.654
36471,COC(=O)c1ccc(C(=O)OC)cc1,CCC(C)=O,-3.7786116200041993,41.3,0.327
17008,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CC(C)=O,-7.719235646503947,42.2,0.355
39252,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,O,-10.008848068193954,63.1,1.0
8821,Nc1nc2ccc(OC(F)(F)F)cc2s1,CCO,-1.4426954147706603,51.9,0.654
12656,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CCCO,-6.980325971816972,50.7,0.617
17716,COc1ccc(C(=O)N2CCCC2=O)cc1,CC(C)=O,-2.7711497580455267,42.2,0.355
27578,O=C(O)Cc1ccccc1[N+](=O)[O-],CC(C)O,-3.4992513221375434,48.4,0.546
25548,CC(=O)c1cccc([N+](=O)[O-])c1,CC#N,-1.4567168254164364,45.6,0.46
26344,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CC#N,-3.998670812153818,45.6,0.46
21060,N#CCc1ccccc1[N+](=O)[O-],CCOC(C)=O,-1.5173146235582946,38.1,0.228
11583,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCO,-6.593674732675825,50.7,0.617
8840,CC(=O)Nc1ccc(C(=O)O)cc1,CCO,-4.6877912146764285,51.9,0.654
48554,CC(=O)c1ccc(S(C)(=O)=O)cc1,CCCCCC,-4.615220521841593,31.0,0.009
23000,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,CCOC(C)=O,-10.86060027893054,38.1,0.228
30647,Cc1ccc(C(C)C)c(O)c1,CC(C)O,-0.3802360540623888,48.4,0.546
48724,CC(C)c1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,-7.206161314796893,31.0,0.009
34074,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CC(C)CO,-9.54288035006979,48.6,0.552
46487,COc1ccc(P(=O)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,CCOCC,-4.438808648772866,34.5,0.117
18769,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CC(C)=O,-4.931728924117608,42.2,0.355
36462,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCC(C)=O,-8.122452046671048,41.3,0.327
9718,Nc1nc(N)nc(NC2CC2)n1,CCO,-6.362528228498814,51.9,0.654
28334,NNC(=O)c1ccncc1,CC(C)O,-5.396371307023425,48.4,0.546
17697,CC(=O)c1cccc([N+](=O)[O-])c1,CC(C)=O,-1.3329431856228962,42.2,0.355
2806,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],CO,-3.2844815819661948,55.4,0.762
27603,Oc1ccc(OCc2ccccc2)cc1,CC(C)O,-2.609517945037964,48.4,0.546
4493,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CCO,-7.62930193406378,51.9,0.654
19944,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,CC(C)=O,-5.271675435601615,42.2,0.355
25398,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CC#N,-6.479876576037072,45.6,0.46
47636,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,COC(C)=O,-1.681471115333932,38.9,0.253
28142,Cc1cccc(C(=O)O)c1N,CC(C)O,-3.677741709703481,48.4,0.546
6419,COc1cc(C(=O)O)ccc1O,CCO,-3.259697819388456,51.9,0.654
3540,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,CO,-5.308367702401538,55.4,0.762
27401,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CC(C)O,-2.0120072174302392,48.4,0.546
42752,O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,CN(C)C=O,-5.119334711019596,43.2,0.386
10118,CC(=O)Nc1ccccc1[N+](=O)[O-],CCCO,-3.559255686320431,50.7,0.617
48830,COC(=O)/C=C/c1ccc(O)cc1,CCCCCC,-10.479740981624571,31.0,0.009
1469,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,CO,-4.987749190309555,55.4,0.762
26190,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,CC#N,-7.491151595582963,45.6,0.46
9497,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,CCO,-2.558768498386456,51.9,0.654
4841,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,CCO,-2.844918583861728,51.9,0.654
11605,O=C(O)/C=C/c1ccc(O)cc1,CCCO,-3.1488834530481657,50.7,0.617
20992,CN(C)/C=C/C(=O)c1cccnc1,CCOC(C)=O,-3.911523130386495,38.1,0.228
23085,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CCOC(C)=O,-8.170063660321036,38.1,0.228
35507,O=C(Nc1ccccc1)c1ccccc1,C1CCOC1,-2.9552239282164985,37.4,0.207
25783,O=P(NCc1ccccc1)(Oc1ccccc1)Oc1ccccc1,CC#N,-3.6343912688298654,45.6,0.46
14877,Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,CCCCO,-7.902007552326004,49.7,0.586
14843,O=C(c1ccccc1)c1ccccc1,CCCCO,-1.039023497256452,49.7,0.586
15222,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,CCCCO,-7.932188169475995,49.7,0.586
45128,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],OCCO,-5.348348300153602,56.3,0.79
24590,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,CC#N,-2.607888174203229,45.6,0.46
16524,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,CC(C)=O,-8.298057661499566,42.2,0.355
39171,Nc1cccc(Cl)c1C(=O)O,O,-6.574144274641956,63.1,1.0
3621,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CO,-7.934419068337663,55.4,0.762
34495,COc1ccc(C(=O)O)c(OC)c1,CC(C)CO,-4.275866438845491,48.6,0.552
32288,CC[C@@H](C(N)=O)N1CCCC1=O,Cc1ccccc1,-5.538098559015269,33.9,0.099
49171,O=C(O)COc1ccc(Cl)cc1,CCOC=O,-3.671432540510216,40.9,0.315
9662,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,CCO,-6.757698682775458,51.9,0.654
21639,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],CCOC(C)=O,-8.89552963213615,38.1,0.228
22125,CCNc1nc(Cl)nc(NC(C)C)n1,CCOC(C)=O,-4.241221758082861,38.1,0.228
32922,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,Cc1ccccc1,-8.831903936255937,33.9,0.099
43881,COc1cc(Cl)nc(N)n1,CN(C)C=O,-2.469939222666214,43.2,0.386
18545,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CC(C)=O,-9.29666107844271,42.2,0.355
27270,NC(=O)[C@@H]1CCCN1,CC(C)O,-1.8788872166248216,48.4,0.546
161,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,CO,-8.145629634983754,55.4,0.762
41476,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,O,-11.61495819053538,63.1,1.0
43974,Nc1ccc(Oc2ccc(N)cc2)cc1,CN(C)C=O,-2.122073506541949,43.2,0.386
43872,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CN(C)C=O,-2.299589584014248,43.2,0.386
6413,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCO,-5.088056441064841,51.9,0.654
48398,Oc1ccc(OCc2ccccc2)cc1,CCCCCC,-6.434008663457568,31.0,0.009
36084,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,C1CCOC1,-5.708996041709089,37.4,0.207
11467,O=C(c1ccccc1)c1ccccc1,CCCO,-1.160913314865489,50.7,0.617
45286,CN(C)Cc1c[nH]c2ccccc12,C1CCCCC1,-7.217819302327048,30.9,0.006
11398,Cc1cc(C)nc(Nc2ccccc2)n1,CCCO,-3.296567132584072,50.7,0.617
15174,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCCCO,-9.157653049697176,49.7,0.586
14365,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCCCO,-4.0257517707564885,49.7,0.586
38225,CN(C)/C=C/C(=O)c1cccnc1,C1COCCO1,-3.153088084330198,36.0,0.164
17392,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CC(C)=O,-12.02859614039942,42.2,0.355
32373,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,Cc1ccccc1,-13.367624733972155,33.9,0.099
34294,Cc1cc(C)nc(Nc2ccccc2)n1,CC(C)CO,-3.366795954944823,48.6,0.552
34921,COc1cc2c(cc1OC)C(=O)CC2,CCCCCO,-3.2556176130963093,49.1,0.586
39724,NNC(=O)c1ccncc1,O,-3.72920157359254,63.1,1.0
31557,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,O=C1CCCCC1,-2.717191859019493,39.8,0.281
27173,CSCCC(NC(C)=O)C(=O)O,CC(C)O,-2.717949033281457,48.4,0.546
42563,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,CN(C)C=O,-7.722911913936944,43.2,0.386
16394,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,CCCCO,-1.443923473956527,49.7,0.586
4574,Cc1c(N)cccc1C(=O)O,CCO,-5.070703820562375,51.9,0.654
3549,O=c1[nH]c(=O)n(C2CCCO2)cc1F,CO,-4.683239841410014,55.4,0.762
24633,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CC#N,-3.698929789967438,45.6,0.46
20237,O=C(O)c1cccc(O)c1O,CCOC(C)=O,-2.7918123172075404,38.1,0.228
41794,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,O,-12.567042513751788,63.1,1.0
35243,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCCCCO,-4.071018736918604,49.1,0.586
13956,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CCCCO,-4.282362311560936,49.7,0.586
3067,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,CO,-7.250386442918934,55.4,0.762
42134,COc1cc(O)c2c(c1)oc(=O)c1c3cc(O)c(O)cc3oc21,O,-6.044890640611261,63.1,1.0
20306,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,CCOC(C)=O,-5.829345697631547,38.1,0.228
24878,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CC#N,-10.65851013681416,45.6,0.46
12389,CC1=NN(c2ccccc2)C(=O)C1,CCCO,-3.236276339548368,50.7,0.617
17744,O=C(c1ccccc1)c1ccccc1,CC(C)=O,-0.5766093643119938,42.2,0.355
21499,COc1ccc(C(=O)N2CCCC2=O)cc1,CCOC(C)=O,-3.258396583030484,38.1,0.228
9700,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,CCO,-4.63976163075771,51.9,0.654
47090,CCOC(=O)[C@@H]1CSCN1.Cl,COC(C)=O,-8.979228651012797,38.9,0.253
43320,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,CN(C)C=O,-8.296051642772701,43.2,0.386
34415,O=C(O)/C=C/c1ccc(O)cc1,CC(C)CO,-3.665162927496621,48.6,0.552
37497,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1.O.O.O,CCC(C)O,-6.358478468841894,47.1,0.506
9112,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,CCO,-6.48052867909246,51.9,0.654
32317,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,Cc1ccccc1,-10.988196936035246,33.9,0.099
17967,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,CC(C)=O,-2.556832389359589,42.2,0.355
48035,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,OCc1ccccc1,-5.19847203157832,50.4,0.608
43640,CCCc1cc(=O)[nH]c(=S)[nH]1,CN(C)C=O,-1.7170231231140378,43.2,0.386
2386,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C,CO,-6.708166987289465,55.4,0.762
37398,CN(C)Cc1c[nH]c2ccccc12,CCC(C)O,-6.5385393035490935,47.1,0.506
37462,Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,CCC(C)O,-8.37309284744248,47.1,0.506
25244,NC(=O)c1ccc([N+](=O)[O-])cc1,CC#N,-6.470145717547405,45.6,0.46
39833,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[Na],O,-2.626931149817418,63.1,1.0
11377,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,CCCO,-7.912057888179505,50.7,0.617
42552,NC(=O)[C@@H]1CCCN1,CN(C)C=O,-1.85796337635136,43.2,0.386
7574,Nc1cc(N)cc(C(=O)O)c1,CCO,-5.678407168324973,51.9,0.654
3415,S=C(Nc1ccccc1)Nc1ccccc1,CO,-5.596453896903676,55.4,0.762
27764,NC(N)=NC(N)=NCCc1ccccc1,CC(C)O,-6.17490673157064,48.4,0.546
35311,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCO,-6.939762075117224,49.1,0.586
23842,CSCCC(NC(C)=O)C(=O)O,ClCCl,-7.5616817463888015,40.7,0.309
42891,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CN(C)C=O,-3.7368099878714864,43.2,0.386
25176,N[C@@H](Cc1ccc(O)cc1)C(=O)O,CC#N,-11.77247369817824,45.6,0.46
24204,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,ClCCl,-2.729222766335011,40.7,0.309
16633,O=C(O)c1cccc(O)c1O,CC(C)=O,-2.183913563276547,42.2,0.355
13868,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CCCCO,-1.9051521565831453,49.7,0.586
42351,S=C(Nc1ccccc1)Nc1ccccc1,CCCOC(C)=O,-4.265844880384472,37.5,0.21
10420,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CCCO,-7.905174724687766,50.7,0.617
19876,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,CC(C)=O,-6.1404287002479405,42.2,0.355
21590,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,CCOC(C)=O,-3.183002052631996,38.1,0.228
21276,O=C(O)c1cc2ccccc2cc1O,CCOC(C)=O,-3.581281443515918,38.1,0.228
47969,COC(=O)[C@H](N)c1ccc(O)cc1,CCCCOC(C)=O,-8.36490138107398,38.5,0.241
36911,c1ccc(-c2nnn[nH]2)cc1,CCC(C)=O,-3.8171674744154673,41.3,0.327
3184,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,CO,-4.77500996527999,55.4,0.762
24755,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CC#N,-3.927644386331103,45.6,0.46
30035,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,CC(C)O,-5.100778843949222,48.4,0.546
21839,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CCOC(C)=O,-7.200784957760513,38.1,0.228
37842,OCC(O)COc1ccc(Cl)cc1,C1COCCO1,-1.526476391719753,36.0,0.164
28936,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,CC(C)O,-3.265757810768331,48.4,0.546
4156,O=P([O-])([O-])OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O.[Na+].[Na+],CO,-5.478880470327128,55.4,0.762
36146,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],C1CCOC1,-1.971125398196377,37.4,0.207
36366,CCOC(=O)[C@@H]1CSCN1.Cl,CCC(C)=O,-8.622553707074063,41.3,0.327
30736,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)O,-4.750195958038349,48.4,0.546
48453,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,CCCCCC,-7.980699820901669,31.0,0.009
41989,O=P([O-])([O-])OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O.[Na+].[Na+],O,-4.04042472023267,63.1,1.0
14132,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCCCO,-7.195970827040061,49.7,0.586
38952,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],C1COCCO1,-2.813577397317135,36.0,0.164
47724,c1ccc2[nH]c(-c3cscn3)nc2c1,CCCCOC(C)=O,-7.034907064642621,38.5,0.241
34365,Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,CC(C)CO,-7.772877724281892,48.6,0.552
83,O=C(Nc1ccccc1)c1ccccc1,CO,-5.152141256390435,55.4,0.762
30622,CC1=NN(c2ccc(C)cc2)C(=O)C1,CC(C)O,-3.570563227295894,48.4,0.546
46650,Nc1ccc(O)c(C(=O)O)c1,ClC(Cl)(Cl)Cl,-5.748675243546938,32.4,0.052
